Title,Artist,Nationality,Gender,BeginDate,EndDate,release_year,Department,appt_made_date
ENNE,Alberto Biasi,(Italian),(Male),-1937,,2017s,**Prints & Illustrated Books**,2015-04-15T00:00:00
William Eggleston,Lee Friedlander,(American),(Male),-1934,,2016,**Photography**,2015-04-15T00:00:00
"Detail of Redwood Log, North Coast, California",Ansel Adams,(American),(Male),-1902,-1984,2017C,**Photography**,2015-04-15T00:00:00
Fundamental Painting Exhibition to Be Shown to the Lake (Postcard Painting I-02) from The Whole Works,Yutaka Matsuzawa,(Japanese),(Male),-1922,-2006,2017(,**Prints & Illustrated Books**,2015-04-15T00:00:00
KISS,Bill Burke,(American),(Male),-1943,,2016,**Photography**,2015-04-15T00:00:00
"United Silk-Weaving Mills, Krefeld: conference room furnishings (Sketches of unidentified sections)",Lilly Reich,(German),(Female),-1885,-1947,2017),**Architecture & Design**,2015-04-15T00:00:00
Profil de la mémoire,Marcel Jean,(French),(Male),-1900,-1993,2016C,**Prints & Illustrated Books**,2015-04-15T00:00:00
Plate (folio 9) from BESTIARIO,Sandro Chia,(Italian),(Male),-1946,,1992S,**Prints & Illustrated Books**,2015-04-15T00:00:00
Untitled from Double Stars,Sol LeWitt,(American),(Male),-1928,-2007,2001),**Prints & Illustrated Books**,2015-04-15T00:00:00
Idea,Milan Knížák,(Czech),(Male),-1940,,2006,**Prints & Illustrated Books**,2015-04-15T00:00:00
In-text plate (folio 39) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT,André Derain,(French),(Male),-1880,-1954,2016),**Prints & Illustrated Books**,2015-04-15T00:00:00
Sky Paper Bag,Geoffrey Hendricks,(American),(Male),-1931,-2018,2001S,**Prints & Illustrated Books**,2015-04-15T00:00:00
Untitled,Frank Lobdell,(American),(Male),-1921,,2017,**Prints & Illustrated Books**,2015-04-15T00:00:00
"Proof of 7th color for Plate 8 (supplementary suite, plate 104) from FOUR TALES FROM THE ARABIAN NIGHTS",Marc Chagall,(French),(Male),-1887,-1985,2016s,**Prints & Illustrated Books**,2015-04-15T00:00:00
Plate (folio 2) from Schismes,Pierre Alechinsky,(Belgian),(Male),-1927,,2017s,**Prints & Illustrated Books**,2015-04-15T00:00:00
Untitled,Mehrdad Yazdani,(Iranian),(Male),-1959,,2013,**Architecture & Design**,2015-04-15T00:00:00
"Plate (volume I, folio 19) from TWO BOOKS 1969",Richard Tuttle,(American),(Male),-1941,,2016),**Prints & Illustrated Books**,2015-04-15T00:00:00
Corpse in Barbed Wire (Flanders) [Leiche im Drahtverhau (Flandern)] from The War (Der Krieg),Otto Dix,(German),(Male),-1891,-1969,2017s,**Prints & Illustrated Books**,2015-04-15T00:00:00
Wrapper front from CENT COMPTINES,Pierre Roy,(French),(Male),-1880,-1950,2016,**Prints & Illustrated Books**,2015-04-15T00:00:00
Booster from Booster and 7 Studies,Robert Rauschenberg,(American),(Male),-1925,-2008,2017C,**Prints & Illustrated Books**,2015-04-15T00:00:00
"Untitled, no. 28 of 69, from the illustrated book, Album",Louise Bourgeois,(American),(Female),-1911,-2010,2017(,**Prints & Illustrated Books**,2015-04-15T00:00:00
Untitled,Carroll Dunham,(American),(Male),-1949,,2016,**Drawings**,2015-04-15T00:00:00
Ballet Dancer,Pablo Picasso,(Spanish),(Male),-1881,-1973,2016),**Prints & Illustrated Books**,2015-04-15T00:00:00
Large Gray Curve,Ellsworth Kelly,(American),(Male),-1923,-2015,2017s,**Prints & Illustrated Books**,2015-04-15T00:00:00
Sisters of a Bomb Victim Removing Sympathy Notes from Flowers Sent by Friends from the series The Troubles,Les Levine,(American),(Male),-1935,,2016,**Prints & Illustrated Books**,2015-04-15T00:00:00
Structures Métalliques No. 2,Pierre Mercure,(Canadian),(Male),-1927,-1966,2017C,**Prints & Illustrated Books**,2015-04-15T00:00:00
"AVARICE I (Second supplementary suite, plate 4) from LES SEPT PÉCHÉS CAPITAUX, L'Avarice",Marc Chagall,(French),(Male),-1887,-1985,2017(,**Prints & Illustrated Books**,2015-04-15T00:00:00
Plate VII (folio 16) from SEA BIRD SAGA,Wallace Putnam,(American),(Male),-1899,-1989,2016,**Prints & Illustrated Books**,2015-04-15T00:00:00
47 Seconds,William Wegman,(American),(Male),-1943,,2017),**Media and Performance Art**,2015-04-15T00:00:00
Untitled,Sipke Huismans,(Dutch),(Male),,,2016C,**Prints & Illustrated Books**,2015-04-15T00:00:00
People's vengeance (La venganza del pueblo),Leopoldo Méndez,(Mexican),(Male),-1902,-1969,1992S,**Prints & Illustrated Books**,2015-04-15T00:00:00
Untitled from Man,Liliana Porter,(American),(Female),-1941,,2001),**Prints & Illustrated Books**,2015-04-15T00:00:00
The Moment of the Jump,Willi Ruge,(German),(Male),-1882,-1961,2006,**Photography**,2015-04-15T00:00:00
Sketchbook,Ree Morton,(American),(Female),-1936,-1977,2016),**Drawings**,2015-04-15T00:00:00
Fear of High Places and Natural Things,Stephen Vitiello,(American),(Male),-1964,,2001S,**Media and Performance Art**,2015-04-15T00:00:00
"PORTAIT OF MY LADY (plate, folio 7) from DO IT YOURSELF",Horst Antes,(German),(Male),-1936,,2017,**Prints & Illustrated Books**,2015-04-15T00:00:00
Chapter title (page 71) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),(French),(Male),-1887,-1965,2016s,**Prints & Illustrated Books**,2015-04-15T00:00:00
"Lighter $8 from a-z series, Lighter from a-z series",Robert Watts,(American),(Male),-1923,-1988,2017s,**Fluxus Collection**,2015-04-15T00:00:00
Girl with Clothes Form,Aaron Siskind,(American),(Male),-1903,-1991,2013,**Photography**,2015-04-15T00:00:00
"THE GUINEA HEN (plate, folio 26) from NATURAL HISTORY",Walter Stein,(American),(Male),-1924,,2016),**Prints & Illustrated Books**,2015-04-15T00:00:00
Benbecula Paper Knife,Enzo Mari,(Italian),(Male),-1932,,2017s,**Architecture & Design**,2015-04-15T00:00:00
Untitled from Favorite Objects,Christian Boltanski,(French),(Male),-1944,,2016,**Prints & Illustrated Books**,2015-04-15T00:00:00
Front endpapers (Vorsatz) from Umbra vitae (Shadow of Life),Ernst Ludwig Kirchner,(German),(Male),-1880,-1938,2017C,**Prints & Illustrated Books**,2015-04-16T00:00:00
Two Heads,Mario Prassinos,(French),(Male),-1916,-1985,2017(,**Prints & Illustrated Books**,2015-04-16T00:00:00
2nd table of plates from LES ÂMES MORTES,Marc Chagall,(French),(Male),-1887,-1985,2016,**Prints & Illustrated Books**,2015-04-16T00:00:00
Study for Do the Dance,Elizabeth Murray,(American),(Female),-1940,-2007,2016),**Drawings**,2015-04-16T00:00:00
Hospital Diagnostic Light,David Staub,(American),(Male),-1914,,2017s,**Architecture & Design**,2015-04-16T00:00:00
Plate (folio 61) from ADVENTURES IN KU-TA-BA WA-DO,Gerald Jackson,(American),(Male),-1943,,2016,**Prints & Illustrated Books**,2015-04-15T00:00:00
Saint-Cloud,Eugène Atget,(French),(Male),-1857,-1927,2017C,**Photography**,2015-04-15T00:00:00
Untitled from Mao,Andy Warhol,(American),(Male),-1928,-1987,2017(,**Prints & Illustrated Books**,2015-04-15T00:00:00
Aerial view: Mount St. Helens from approximately six miles west of the mountain,Frank Gohlke,(American),(Male),-1942,,2016,**Photography**,2015-04-15T00:00:00
Reclining Chair with Arms and Rocker (Perspective and elevation sketch),Ludwig Mies van der Rohe,(American),(Male),-1886,-1969,2017),**Architecture & Design**,2015-04-15T00:00:00
HÔTEL DE CHOISEUL. 4 RUE SAINT-ROMAIN,Eugène Atget,(French),(Male),-1857,-1927,2016C,**Photography**,2015-04-15T00:00:00
Parole 1979,Mauricio Nannucci,(Italian),(Male),-1939,,1992S,**Prints & Illustrated Books**,2015-04-16T00:00:00
Side Chair (model B5),Marcel Breuer,(American),(Male),-1902,-1981,2001),**Architecture & Design**,2015-04-15T00:00:00
"March 29, 1973",Melissa Shook,(American),(Female),-1939,,2006,**Photography**,2015-04-15T00:00:00
Double page plate (folios 11 verso and 12) from TRANSMISSIONS,Gottfried Honegger,(Swiss),(Male),-1917,-2016,2016),**Prints & Illustrated Books**,2015-04-15T00:00:00
Untitled from the series LOCATION,Lucio Pozzi,(American),(Male),-1935,,2001S,**Prints & Illustrated Books**,2015-04-15T00:00:00
"Pittsburgh, Pennsylvania",Lee Friedlander,(American),(Male),-1934,,2017,**Photography**,2015-04-15T00:00:00
West Texas,Lee Friedlander,(American),(Male),-1934,,2016s,**Photography**,2015-04-15T00:00:00
Plate for Souvenir of Italy,Jean-Baptiste-Camille Corot,(French),(Male),-1796,-1875,2017s,**Prints & Illustrated Books**,2015-04-15T00:00:00
PLESSIS PIQUET. CABARET DU COUP DU MILIEU,Eugène Atget,(French),(Male),-1857,-1927,2013,**Photography**,2015-04-15T00:00:00
New York City,Garry Winogrand,(American),(Male),-1928,-1984,2016),**Photography**,2015-04-15T00:00:00
Untitled from Forms Derived From A Cube,Sol LeWitt,(American),(Male),-1928,-2007,2017s,**Prints & Illustrated Books**,2015-04-15T00:00:00
"Quicksilver Messenger Service,  Mount Rushmore, Big Brother and the Holding Company, Blue Cheer",Victor Moscoso,(American),(Male),-1936,,2016,**Architecture & Design**,2015-04-15T00:00:00
Yale's Oldest Living Graduate,Elliott Erwitt,(American),(Male),-1928,,2017C,**Photography**,2015-04-15T00:00:00
Rope Trick Floor Lamp,Stefan Diez,(German),(Male),-1971,,2017(,**Architecture & Design**,2015-04-15T00:00:00
Saint Jacques du Haut-Pas,Eugène Atget,(French),(Male),-1857,-1927,2016,**Photography**,2015-04-15T00:00:00
"Artfan, no. 10",Martin Kippenberger,(German),(Male),-1953,-1997,2016),**Prints & Illustrated Books**,2015-04-15T00:00:00
Untitled from Gloria,Alex Katz,(American),(Male),-1927,,2017s,**Prints & Illustrated Books**,2015-04-15T00:00:00
Publicity Pays (Poster for London Transport),E. McKnight Kauffer,(American),(Male),-1890,-1954,2016,**Architecture & Design**,2015-04-15T00:00:00
MELVILLE: THE CONFIDENCE MAN,E. Powis Jones,(American),(Male),-1919,,2017C,**Prints & Illustrated Books**,2015-04-15T00:00:00
DUSTING OFF ROSES,James Rosenquist,(American),(Male),-1933,-2017,2017(,**Prints & Illustrated Books**,2015-04-15T00:00:00
Plate (folio 16) from Utinoe gnezdyshko... durnykh slov (A Little Duck's Nest...of Bad Words),Olga Rozanova,(Russian),(Female),-1886,-1918,2016,**Prints & Illustrated Books**,2015-04-15T00:00:00
Freedom of Religion,Alexander Alland,(American),(Male),-1902,-1989,2017),**Photography**,2015-04-15T00:00:00
Understanding Heterosexuality from The Hundred Videos,Steve Reinke,(Canadian),(Male),-1963,,2016C,**Media and Performance Art**,2015-04-15T00:00:00
Flux Mystery Food,Ben Vautier,(French),(Male),-1935,,1992S,**Fluxus Collection**,2015-04-15T00:00:00
Hags,Masatoshi Naitoh,(Japanese),(Male),-1938,,2001),**Photography**,2015-04-14T00:00:00
Plate (facing page 92) from DINGO,Pierre Bonnard,(French),(Male),-1867,-1947,2006,**Prints & Illustrated Books**,2015-04-14T00:00:00
"Untitled, plate 6 of 8, from the puritan",Louise Bourgeois,(American),(Female),-1911,-2010,2016),**Prints & Illustrated Books**,2015-04-14T00:00:00
Impeach Johnson from Peace is Patriotic,William Frederick Weege III,(American),(Male),-1935,,2001S,**Prints & Illustrated Books**,2015-04-14T00:00:00
The Flowers of Evil,Günter Brus,(Austrian),(Male),-1938,,2017,**Media and Performance Art**,2015-04-15T00:00:00
Tombeau de Sultans Mamelouks,Maxime Du Camp,(French),(Male),-1822,-1894,2016s,**Photography**,2015-04-13T00:00:00
Handle Me,Takao Sasai,(Japanese),(Male),-1956,,2017s,**Architecture & Design**,2015-04-15T00:00:00
"Friedrichstrasse Office Building Project, Berlin-Mitte, Germany (photograph of lost collage)",Ludwig Mies van der Rohe,(American),(Male),-1886,-1969,2013,**Architecture & Design**,2015-04-13T00:00:00
(Untitled)(Mary Steichen and Mrs. Simpson),Edward Steichen,(American),(Male),-1879,-1973,2016),**Photography**,2015-04-13T00:00:00
Double page in-text plate (folios 9 verso and 10) from the illustrated book La Maigre,Pablo Picasso,(Spanish),(Male),-1881,-1973,2017s,**Prints & Illustrated Books**,2015-04-15T00:00:00
"FATE AND THE YOUNG CHILD (plate 58, 2nd supplementary suite) from FABLES",Marc Chagall,(French),(Male),-1887,-1985,2016,**Prints & Illustrated Books**,2015-04-16T00:00:00
"Les milicies, us necessiten!",Cristobal Arteche,(Spanish),(Male),-1900,-1964,2017C,**Architecture & Design**,2015-04-14T00:00:00
Plate (folio 34) from THE MONKEY,Thomas Cornell,(American),(Male),-1937,-2012,2017(,**Prints & Illustrated Books**,2015-04-15T00:00:00
"THE TOWN AND LAKE OF TIBERIAS, FROM THE NORTH",Francis Frith,(British),(Male),-1822,-1898,2016,**Photography**,2015-04-13T00:00:00
Opus 22,Eric Andersen,(Danish),(Male),-1940,,2016),**Prints & Illustrated Books**,2015-04-13T00:00:00
Portrait of a Woman,Amedeo Modigliani,(Italian),(Male),-1884,-1920,2017s,**Drawings**,2015-04-13T00:00:00
Isadora Duncan,Abraham Walkowitz,(American),(Male),-1878,-1965,2016,**Drawings**,2015-04-16T00:00:00
To Fly Is to Fall. To Fall Is to Fly. Joe Jones,George Maciunas,(American),(Male),-1931,-1978,2017C,**Prints & Illustrated Books**,2015-04-15T00:00:00
"Untitled (Texte zur Kunst, Kassel, Germany, 1992)",Christopher Williams,(American),(Male),-1956,,2017(,**Prints & Illustrated Books**,2015-04-16T00:00:00
"Casa en el Aire, Mexico City, Mexico",Agustín Hernández Navarro,(Mexican),(Male),-1924,,2016,**Architecture & Design**,2015-04-14T00:00:00
"Shirley Temple, Mummer's Parade, Philadelphia, Pennsylvania",David Marshall Graham,(American),(Male),-1952,,2017),**Photography**,2015-04-13T00:00:00
Satie,Thomas Chimes,(American),(Male),-1921,-2009,2016C,**Painting & Sculpture**,2015-04-16T00:00:00
Untitled from Marilyn Monroe,Andy Warhol,(American),(Male),-1928,-1987,1992S,**Prints & Illustrated Books**,2015-04-16T00:00:00
Space Hardware,Tom Sachs,(American),(Male),-1966,,2001),**Prints & Illustrated Books**,2015-04-16T00:00:00
"Pittsburgh, Pennsylvania",Lee Friedlander,(American),(Male),-1934,,2006,**Photography**,2015-04-15T00:00:00
Tailpiece (page 79) from PANTAGRUEL,André Derain,(French),(Male),-1880,-1954,2016),**Prints & Illustrated Books**,2015-04-16T00:00:00
Still Life with Cezanne,Mac Adams,(American),(Male),-1943,,2001S,**Photography**,2015-04-15T00:00:00
Richard Meier stationery envelope,Richard Meier,(American),(Male),-1934,,2017,**Architecture & Design**,2015-04-13T00:00:00
Saint-Cloud,Eugène Atget,(French),(Male),-1857,-1927,2016s,**Photography**,2015-04-13T00:00:00
Tract House #12,Lewis Baltz,(American),(Male),-1945,-2014,2017s,**Photography**,2015-04-14T00:00:00
Untitled,Rene Portocarrero,(Cuban),(Male),-1914,-1985,2013,**Drawings**,2015-04-13T00:00:00
Untitled from Gates to Times Square,Chryssa,(American),(Female),-1933,-2013,2016),**Prints & Illustrated Books**,2015-04-15T00:00:00
Houston,Lee Friedlander,(American),(Male),-1934,,2017s,**Photography**,2015-04-15T00:00:00
"New Orleans, Louisiana",Lee Friedlander,(American),(Male),-1934,,2016,**Photography**,2015-04-14T00:00:00
Actualidad Grafica Panorama Artistico,Various Artists,(Nationality unknown),(),,,2017C,**Prints & Illustrated Books**,2015-04-15T00:00:00
Cinema-in-the-Round,Mark Leckey,(British),(Male),-1964,,2017(,**Media and Performance Art**,2015-04-13T00:00:00
Untitled from Fluxus 1,George Maciunas,(American),(Male),-1931,-1978,2016,**Prints & Illustrated Books**,2015-04-13T00:00:00
Untitled,Joyce Kozloff,(American),(Female),-1942,,2016),**Prints & Illustrated Books**,2015-04-16T15:00:00
Untitled #129,José Antonio Suárez Londoño,(Colombian),(Male),-1955,,2017s,**Prints & Illustrated Books**,2015-04-16T00:00:00
5 from 0-9,Jasper Johns,(American),(Male),-1930,,2016,**Prints & Illustrated Books**,2015-04-16T00:00:00
"Man and Newspapers in Grass, Central Park",Tod Papageorge,(American),(Male),-1940,,2017C,**Photography**,2015-04-13T00:00:00
"Inside Goum, Moscow",William Klein,(American),(Male),-1928,,2017(,**Photography**,2015-04-15T00:00:00
"Untitled, Prada advertising campaign, Spring/Summer 2001",Cedric Buchet,(Danish),(Male),-1974,,2016,**Photography**,2015-04-15T00:00:00
Butch Cassidy and the Sundance Kid,George Roy Hill,(American),(Male),-1921,-2002,2017),**Film**,2015-04-13T00:00:00
Sculpture Unlimited,Aleksandra Mir,(American),(Female),-1967,,2016C,**Prints & Illustrated Books**,2015-04-13T00:00:00
Day + Night IX from Day and Night: Homage to the Square,Josef Albers,(American),(Male),-1888,-1976,1992S,**Prints & Illustrated Books**,2015-04-14T00:00:00
In the Heart of Things,Achille Perilli,(Italian),(Male),-1927,,2001),**Prints & Illustrated Books**,2015-04-16T00:00:00
Plate IV (unbound suite) from DE LA MORT,Pierre Alechinsky,(Belgian),(Male),-1927,,2006,**Prints & Illustrated Books**,2015-04-16T00:00:00
"Progressive proof of first 6 colors for Plate 7 (supplementary suite, plate 91) from FOUR TALES FROM THE ARABIAN NIGHTS",Marc Chagall,(French),(Male),-1887,-1985,2016),**Prints & Illustrated Books**,2015-04-13T00:00:00
Farmhand,August Sander,(German),(Male),-1876,-1964,2001S,**Photography**,2015-04-15T00:00:00
Dream,Louise Bourgeois,(American),(Female),-1911,-2010,2017,**Prints & Illustrated Books**,2015-04-15T00:00:00
John 5/22/59,Fred Tomaselli,(American),(Male),-1956,,2016s,**Drawings**,2015-04-14T00:00:00
Plate (folio 49) from WOODCUTS,Antonio Frasconi,(American),(Male),-1919,-2013,2017s,**Prints & Illustrated Books**,2015-04-16T00:00:00
UNTITLED (Embroidered Handkerchief),Joan Lyons,(American),(Female),-1937,,2013,**Photography**,2015-04-16T00:00:00
Vietnamese Mother,Dorothea Lange,(American),(Female),-1895,-1965,2016),**Photography**,2015-04-13T00:00:00
VICTORIAN MANSION,Lawrence Kupferman,(American),(Male),-1909,-1982,2017s,**Prints & Illustrated Books**,2015-04-13T00:00:00
Plate (folio 4) from 13 VARIATIONS,Emmett Williams,(American),(Male),-1925,-2007,2016,**Prints & Illustrated Books**,2015-04-13T00:00:00
Guardian,Bill Jensen,(American),(Male),-1945,,2017C,**Prints & Illustrated Books**,2015-04-13T00:00:00
Low Tide Wandering No. 38 (Wattwanderung No. 38) from Low Tide Wandering (Wattwanderung),Thomas Schütte,(German),(Male),-1954,,2017(,**Prints & Illustrated Books**,2015-04-13T00:00:00
"Power, The Nerve Centre of London's Underground",E. McKnight Kauffer,(American),(Male),-1890,-1954,2016,**Architecture & Design**,2015-04-13T00:00:00
Chapter title (page 1) from LA BELLE ENFANT,Raoul Dufy,(French),(Male),-1877,-1953,2016),**Prints & Illustrated Books**,2015-04-15T00:00:00
Magazin AKA stationery card,František Kalivoda,(Czech),(Male),-1913,-1971,2017s,**Architecture & Design**,2015-04-15T00:00:00
(Untitled),Rolf Sackenheim,(German),(Male),,,2016,**Prints & Illustrated Books**,2015-04-13T00:00:00
LA BIÈVRE. (PORTE D'ITALIE),Eugène Atget,(French),(Male),-1857,-1927,2017C,**Photography**,2015-04-15T00:00:00
Untitled from Zone absolue,Jacques Charlier,(Belgian),(Male),-1939,,2017(,**Prints & Illustrated Books**,2015-04-15T00:00:00
Scene of General McPherson's Death from the album Photographic Views of Sherman's Campaign,George Barnard,(American),(Male),-1819,-1902,2016,**Photography**,2015-04-15T00:00:00
Postal Dossier (Dossier postale),Alighiero Boetti,(Italian),(Male),-1940,-1994,2017),**Prints & Illustrated Books**,2015-04-15T00:00:00
Desert Plant,Ruth Asawa,(American),(Female),-1926,-2013,2016C,**Prints & Illustrated Books**,2015-04-15T00:00:00
